gene	TGFb_t24_FDR	TGFb_t24_logFC	TGFb_t48_FDR	TGFb_t48_logFC	TGFb_t72_FDR	TGFb_t72_logFC	Thrombin_t24_FDR	Thrombin_t24_logFC	Thrombin_t48_FDR	Thrombin_t48_logFC	Thrombin_t72_FDR	Thrombin_t72_logFC
ENSG00000125398					 7.377e-14	-1.294e+00			 4.704e-20	-1.054e+00	 3.949e-24	-1.960e+00
ENSG00000128482	 6.593e-11	-1.183e+00			2.835e-143	-2.106e+00			1.768e-307	-2.197e+00	9.701e-226	-2.932e+00
ENSG00000163083			 3.035e-24	-1.950e+00					 2.947e-41	-1.907e+00		
ENSG00000270959					 1.160e-15	-1.370e+00					 5.111e-27	-1.925e+00
ENSG00000118292											 5.254e-11	-1.055e+00
ENSG00000174516											 1.796e-31	-1.009e+00
ENSG00000117791											 1.252e-40	-1.255e+00
ENSG00000196935					1.674e-125	 1.239e+00					4.149e-141	 1.219e+00
ENSG00000103202					3.388e-131	-1.440e+00					3.005e-200	-1.680e+00
ENSG00000121060					1.684e-126	 1.204e+00					7.968e-206	 1.562e+00
ENSG00000162944					 9.634e-30	-1.529e+00			2.275e-107	-1.572e+00	 4.810e-72	-2.636e+00
ENSG00000121552			 2.757e-17	 1.592e+00					 4.767e-53	 1.925e+00	 8.449e-21	 1.119e+00
ENSG00000075624											 4.531e-39	-1.047e+00
ENSG00000034152					 1.090e-46	-1.127e+00					 1.276e-54	-1.276e+00
ENSG00000174640					 3.115e-47	-2.267e+00			1.413e-181	 1.398e+00		
ENSG00000101670	 8.128e-72	 1.128e+00										
ENSG00000102878	 9.334e-10	-1.142e+00			 1.002e-54	-1.491e+00			1.565e-163	-1.764e+00	 1.468e-74	-1.940e+00
ENSG00000264175					 2.836e-20	 2.842e+00					 1.814e-20	 3.073e+00
ENSG00000167323					2.851e-106	 1.015e+00					 1.023e-95	 1.027e+00
ENSG00000196352					 2.728e-54	 1.139e+00					3.794e-125	 1.702e+00
ENSG00000138778					 1.085e-46	-2.243e+00					 2.743e-39	-1.934e+00
ENSG00000106330											 1.097e-41	-1.270e+00
ENSG00000159231					 3.222e-61	-2.896e+00			 1.278e-39	-1.346e+00	 1.506e-74	-3.018e+00
ENSG00000133466					 1.392e-61	-1.171e+00					 0.000e+00	-2.814e+00
ENSG00000167549					 1.088e-51	-1.609e+00			3.105e-292	-1.968e+00	9.265e-151	-3.062e+00
ENSG00000198924					 2.486e-30	 1.058e+00					 4.920e-39	 1.126e+00
ENSG00000144597					 4.179e-82	 1.209e+00					2.791e-122	 1.375e+00
ENSG00000161513					6.714e-145	 1.463e+00					1.289e-150	 1.576e+00
ENSG00000196756					4.696e-190	 1.536e+00			 3.162e-64	 1.079e+00	2.992e-180	 1.546e+00
ENSG00000162073					 5.803e-19	-1.878e+00					 8.578e-23	-1.919e+00
ENSG00000221829											 4.666e-20	-1.011e+00
ENSG00000185875											 7.470e-21	 1.076e+00
ENSG00000116711					 1.650e-85	-1.618e+00					9.611e-163	-2.139e+00
ENSG00000178607					 0.000e+00	 2.048e+00					 0.000e+00	 2.377e+00
ENSG00000213699					2.945e-112	 1.023e+00					2.299e-145	 1.233e+00
ENSG00000135617											 5.354e-35	-1.078e+00
ENSG00000213073											 4.054e-28	 1.149e+00
ENSG00000131979					3.472e-194	 2.344e+00			3.167e-104	 1.611e+00	2.000e-148	 2.251e+00
ENSG00000140105			 0.000e+00	 2.227e+00	 1.984e-87	 1.171e+00			 0.000e+00	 2.529e+00	8.907e-112	 1.277e+00
ENSG00000233762											 5.595e-13	-1.418e+00
ENSG00000172935					 2.675e-76	-1.499e+00					 2.498e-65	-1.231e+00
ENSG00000105939											2.139e-143	 1.166e+00
ENSG00000166507									 7.883e-24	 1.107e+00		
ENSG00000149577					3.395e-116	-1.132e+00					1.347e-233	-1.664e+00
ENSG00000111371			3.233e-256	 1.985e+00	1.220e-157	 1.498e+00			 0.000e+00	 2.460e+00	2.068e-237	 1.835e+00
ENSG00000151725					 1.787e-13	-1.772e+00					 1.472e-15	-1.823e+00
ENSG00000261040					 1.058e-17	-3.241e+00					 2.174e-15	-2.524e+00
ENSG00000196782			 2.242e-61	-1.094e+00	 1.581e-46	-1.594e+00			7.107e-168	-1.686e+00	1.824e-104	-2.740e+00
ENSG00000165912					 1.541e-35	-1.088e+00					 1.719e-24	-1.053e+00
ENSG00000279117					 2.450e-34	-1.822e+00			 4.900e-87	-1.768e+00	 1.157e-44	-2.592e+00
ENSG00000128965	 3.933e-97	 2.643e+00	 0.000e+00	 5.149e+00			 6.087e-25	 1.577e+00	 0.000e+00	 5.834e+00		
ENSG00000189171											 2.006e-68	-1.088e+00
ENSG00000204525											 7.436e-69	 1.029e+00
ENSG00000186162											 5.823e-48	 1.087e+00
ENSG00000120693					 7.389e-32	-1.522e+00			 6.199e-27	-1.172e+00	 1.163e-70	-2.450e+00
ENSG00000271533									 2.468e-37	-1.017e+00		
ENSG00000130702	7.035e-160	-1.122e+00										
ENSG00000105856									2.502e-172	-1.177e+00		
ENSG00000157693			1.494e-151	 1.623e+00	3.985e-144	 1.328e+00			6.233e-151	 1.706e+00	2.163e-108	 1.189e+00
ENSG00000170962			 2.765e-54	-1.450e+00	3.553e-314	-2.066e+00			 4.629e-33	-1.074e+00	4.859e-317	-2.284e+00
ENSG00000154310											 8.895e-90	 1.070e+00
ENSG00000225151					 1.790e-37	 1.726e+00					 1.535e-75	 2.232e+00
ENSG00000143942					 1.030e-08	 1.008e+00			 1.543e-13	 1.238e+00	 2.823e-11	 1.350e+00
ENSG00000101310					4.465e-126	 1.199e+00					1.322e-162	 1.424e+00
ENSG00000103978											 4.023e-87	 1.030e+00
ENSG00000126803			 5.433e-77	-2.253e+00	5.750e-295	-3.435e+00					 0.000e+00	-3.969e+00
ENSG00000066629											 7.756e-68	-1.081e+00
ENSG00000179627					 1.436e-27	-1.549e+00					 1.055e-37	-1.679e+00
ENSG00000106123			 1.458e-55	-1.337e+00	3.773e-113	-3.058e+00			8.838e-112	-2.180e+00	4.076e-150	-3.819e+00
ENSG00000141858					 7.685e-57	-1.208e+00					 9.692e-66	-1.191e+00
ENSG00000197380					 2.173e-93	-1.371e+00			 3.704e-79	-1.223e+00	5.161e-220	-2.228e+00
ENSG00000112655											 4.514e-87	-1.033e+00
ENSG00000253161			 4.293e-11	 1.465e+00	 6.865e-09	-1.727e+00					 2.290e-12	-2.208e+00
ENSG00000268403											 2.552e-07	-1.166e+00
ENSG00000262877	 1.869e-15	-1.357e+00							 3.125e-58	-1.568e+00	 6.928e-51	-1.934e+00
ENSG00000088367					8.289e-229	-1.899e+00					 0.000e+00	-2.419e+00
ENSG00000232725					 1.709e-08	-1.261e+00						
ENSG00000251179			 1.940e-05	 1.069e+00							 9.481e-07	-1.292e+00
ENSG00000076604					1.303e-105	 1.090e+00					 5.763e-91	 1.237e+00
ENSG00000142731					 8.940e-25	-2.449e+00					 6.594e-27	-2.485e+00
ENSG00000128872			1.405e-130	-1.289e+00	1.504e-101	-1.608e+00			 0.000e+00	-1.757e+00	1.051e-121	-2.098e+00
ENSG00000101955					1.027e-104	-1.003e+00						
ENSG00000117152			3.637e-131	-1.344e+00	8.072e-164	-2.167e+00					6.539e-201	-2.755e+00
ENSG00000134153											7.506e-108	 1.027e+00
ENSG00000214517											5.213e-107	 1.191e+00
ENSG00000074370	 1.295e-58	 1.521e+00	1.429e-244	 2.806e+00	 0.000e+00	 4.344e+00	 4.816e-24	 1.196e+00	 0.000e+00	 3.402e+00	 0.000e+00	 4.119e+00
ENSG00000250588									 5.475e-29	 1.318e+00		
ENSG00000173727					 4.927e-05	-1.027e+00					 1.674e-06	-1.068e+00
ENSG00000167552					1.173e-257	-2.826e+00					7.503e-245	-2.600e+00
ENSG00000146242			 6.077e-88	 1.021e+00	 1.778e-92	 1.121e+00			 0.000e+00	 1.685e+00	1.580e-290	 2.157e+00
ENSG00000021762											9.868e-103	-1.051e+00
ENSG00000181804	 5.643e-25	-1.379e+00					 1.273e-17	-1.119e+00	 3.336e-78	-1.297e+00		
ENSG00000182836	 1.906e-62	-1.736e+00	 0.000e+00	-2.749e+00	3.022e-166	-3.082e+00	 8.678e-43	-1.426e+00	 0.000e+00	-3.831e+00	3.070e-271	-4.269e+00
ENSG00000183979											 5.369e-07	-1.734e+00
ENSG00000224066	 3.369e-07	-1.464e+00										
ENSG00000143320	 1.023e-15	-1.010e+00			 0.000e+00	-4.056e+00	 5.900e-41	-1.512e+00	7.239e-170	-2.371e+00	 0.000e+00	-5.578e+00
ENSG00000052126									3.426e-156	-1.097e+00	 1.402e-61	-1.148e+00
ENSG00000184785											 2.118e-47	-1.283e+00
ENSG00000198538											 1.415e-33	 1.053e+00
ENSG00000126787					 3.280e-37	-2.975e+00					 1.083e-35	-2.672e+00
ENSG00000146859	 2.620e-30	-1.596e+00										
ENSG00000187391									 1.771e-45	-1.100e+00		
ENSG00000113161					 3.974e-97	-1.138e+00						
ENSG00000148803					 9.177e-24	-1.224e+00						
ENSG00000260924											 1.136e-07	-1.099e+00
ENSG00000117479			 3.941e-47	 1.157e+00	 8.073e-92	 1.131e+00			1.272e-114	 1.317e+00		
ENSG00000270001	 4.016e-07	-1.007e+00							 2.097e-16	-1.449e+00	 4.469e-19	-1.250e+00
ENSG00000128510	 1.468e-09	-1.109e+00	 6.992e-35	-2.975e+00	1.225e-202	-6.271e+00			 6.423e-30	-2.343e+00	2.132e-210	-5.498e+00
ENSG00000165092			 2.127e-20	-1.516e+00	 1.022e-51	-2.190e+00					 2.971e-33	-1.497e+00
ENSG00000091129					9.909e-105	 1.696e+00					 6.728e-78	 1.590e+00
ENSG00000151388					2.181e-192	-1.517e+00					1.769e-166	-1.401e+00
ENSG00000183615					 7.665e-08	-1.294e+00						
ENSG00000146674			 0.000e+00	-3.103e+00	6.920e-159	-1.918e+00			 0.000e+00	-5.479e+00	1.447e-244	-2.409e+00
ENSG00000138356	 1.218e-53	-1.032e+00	4.734e-129	-2.156e+00	4.724e-178	-1.737e+00			 3.720e-76	-1.139e+00	3.698e-106	-1.376e+00
ENSG00000141753					5.287e-134	-1.673e+00					2.569e-172	-1.904e+00
ENSG00000234203			 1.508e-07	 2.183e+00					 9.153e-09	 2.024e+00	 3.701e-09	-1.542e+00
ENSG00000177464					 1.359e-37	-1.790e+00					 4.762e-26	-1.485e+00
ENSG00000197467					 2.093e-76	-2.123e+00					 6.524e-95	-2.387e+00
ENSG00000185437					 1.728e-81	 2.369e+00					2.583e-181	 3.216e+00
ENSG00000125753									6.471e-175	 1.218e+00		
ENSG00000224034					 4.151e-05	 1.831e+00					 1.424e-21	 3.038e+00
ENSG00000152580			 0.000e+00	-3.929e+00	 0.000e+00	-6.132e+00			 0.000e+00	-3.560e+00	 0.000e+00	-7.186e+00
ENSG00000130304					 2.436e-63	-1.242e+00			 2.846e-96	-1.069e+00	1.817e-119	-1.852e+00
ENSG00000187801			 1.126e-10	 1.027e+00								
ENSG00000033867											4.087e-109	 1.117e+00
ENSG00000089685					 8.604e-54	-3.309e+00					 1.112e-45	-2.663e+00
ENSG00000196230					 1.588e-72	-1.384e+00						
ENSG00000163638	8.517e-188	-1.735e+00	 1.120e-41	-1.036e+00					 1.163e-68	-1.237e+00		
ENSG00000106351	 1.861e-84	-1.154e+00	9.500e-200	-1.779e+00	1.331e-160	-2.297e+00			4.264e-274	-1.889e+00	2.807e-189	-2.437e+00
ENSG00000128165	 3.537e-68	 2.048e+00	 0.000e+00	 4.682e+00					 0.000e+00	 5.083e+00		
ENSG00000148926	8.285e-109	-1.236e+00	1.638e-308	-1.806e+00	3.274e-297	-1.930e+00					 8.048e-98	-1.073e+00
ENSG00000187164					 1.417e-30	-1.065e+00						
ENSG00000115902			8.565e-277	 2.587e+00					 0.000e+00	 3.047e+00		
ENSG00000089195											 3.305e-50	 1.154e+00
ENSG00000182606					 1.371e-78	-1.035e+00					 5.323e-97	-1.164e+00
ENSG00000183963					 2.389e-74	-1.322e+00					 2.548e-75	-1.282e+00
ENSG00000121361			 1.204e-48	-1.776e+00	 5.054e-49	-1.972e+00			 1.368e-64	-1.657e+00	6.977e-120	-3.265e+00
ENSG00000137821					5.732e-201	 2.251e+00					1.353e-190	 2.573e+00
ENSG00000132635											 1.221e-86	-1.117e+00
ENSG00000214021									1.795e-154	-1.044e+00	1.026e-160	-1.435e+00
ENSG00000171793									 0.000e+00	 1.861e+00	 5.834e-54	 1.021e+00
ENSG00000136868					 3.420e-95	 1.139e+00			2.289e-162	 1.020e+00	7.956e-128	 1.333e+00
ENSG00000146733									2.411e-189	 1.313e+00		
ENSG00000184374			 6.363e-66	-1.854e+00	 4.196e-59	-3.377e+00					 7.773e-34	-1.962e+00
ENSG00000156466	 8.007e-49	 1.608e+00					 1.202e-43	 1.828e+00				
ENSG00000187244	 1.668e-31	-1.020e+00										
ENSG00000253878											 5.392e-05	 1.030e+00
ENSG00000119280							1.465e-112	 1.248e+00	3.443e-139	 1.141e+00	 7.841e-53	-1.034e+00
ENSG00000175899			 6.787e-44	-1.790e+00	 3.417e-82	-3.258e+00	 4.434e-19	 1.319e+00	 2.512e-46	 1.055e+00	 3.640e-50	-2.078e+00
ENSG00000163879											 4.348e-52	-1.284e+00
ENSG00000126950			 1.315e-51	-1.425e+00	 1.758e-45	-3.079e+00	 1.224e-16	-1.283e+00	8.283e-223	-3.693e+00	 2.191e-79	-4.923e+00
ENSG00000161800					 2.222e-23	-1.208e+00					 7.003e-21	-1.244e+00
ENSG00000111057					3.390e-212	-2.436e+00					 1.333e-67	-1.429e+00
ENSG00000224616									 1.168e-15	-1.482e+00	 5.110e-06	-1.613e+00
ENSG00000244405			5.205e-139	 1.786e+00	 1.324e-87	 1.418e+00			4.471e-308	 2.285e+00	5.705e-115	 1.589e+00
ENSG00000151117			 1.687e-25	-1.434e+00					 1.830e-57	-2.034e+00	 1.929e-60	-2.135e+00
ENSG00000122641	4.594e-175	 1.297e+00	 0.000e+00	 2.246e+00	 2.818e-25	 1.180e+00	4.568e-203	 1.715e+00	 0.000e+00	 3.648e+00	 8.884e-24	 1.192e+00
ENSG00000187098											 4.899e-55	-1.632e+00
ENSG00000115461	9.943e-146	-1.152e+00	8.932e-236	-2.322e+00	2.009e-264	-3.311e+00	2.126e-145	-1.169e+00	5.398e-312	-2.263e+00	1.981e-298	-3.439e+00
ENSG00000275567									 1.149e-06	-2.600e+00	 1.624e-10	-4.513e+00
ENSG00000013392					 1.180e-47	 1.157e+00					 8.555e-85	 1.360e+00
ENSG00000148335											 5.902e-87	 1.088e+00
ENSG00000173530											3.754e-240	 1.953e+00
ENSG00000185338					 3.923e-27	-1.607e+00	 1.407e-31	-1.416e+00	 1.130e-48	-1.505e+00	 4.066e-28	-1.706e+00
ENSG00000011105											3.902e-263	-1.589e+00
ENSG00000204264											5.272e-129	 1.132e+00
ENSG00000074590	1.194e-277	 2.013e+00	 0.000e+00	 2.352e+00	 6.376e-29	 1.111e+00	9.679e-120	 1.545e+00	 0.000e+00	 2.742e+00		
ENSG00000162063					 6.057e-24	-1.065e+00					 3.935e-25	-1.091e+00
ENSG00000160050											 1.187e-45	-1.437e+00
ENSG00000166510	 3.669e-40	-1.007e+00										
ENSG00000120738							 1.108e-20	 1.953e+00	 3.393e-34	 1.397e+00		
ENSG00000105825					 9.032e-58	-1.062e+00			1.442e-256	 1.605e+00		
ENSG00000197283									9.941e-148	-1.025e+00		
ENSG00000145020									 3.946e-74	-1.104e+00		
ENSG00000164687	 6.519e-63	 1.031e+00										
ENSG00000113361	 0.000e+00	 2.528e+00	 7.172e-72	 1.983e+00							 6.243e-35	-3.455e+00
ENSG00000166922	 5.415e-14	 1.155e+00	 8.021e-21	 1.036e+00	 5.633e-29	 1.253e+00	 1.038e-22	 1.534e+00	 8.417e-66	 1.666e+00		
ENSG00000133142			2.460e-169	-1.301e+00	4.503e-124	-1.204e+00					2.075e-113	-1.162e+00
ENSG00000163545									 1.040e-44	 1.225e+00		
ENSG00000235119			 2.226e-07	 4.615e+00					 1.532e-08	 4.680e+00	 7.245e-06	 1.394e+00
ENSG00000267774			 1.781e-09	-1.440e+00	 1.512e-23	-2.261e+00			 4.190e-17	-1.357e+00	 1.225e-39	-2.887e+00
ENSG00000184500					2.122e-116	-1.069e+00					3.654e-154	-1.371e+00
ENSG00000184575			5.878e-133	 1.411e+00					 0.000e+00	 1.591e+00		
ENSG00000113448			 6.040e-40	 1.062e+00	7.821e-107	 1.387e+00			9.421e-114	 1.376e+00	6.964e-100	 1.402e+00
ENSG00000116005			7.310e-169	-1.303e+00	1.796e-192	-1.821e+00			 0.000e+00	-1.704e+00	7.148e-263	-2.182e+00
ENSG00000170345											 2.493e-19	-1.088e+00
ENSG00000238107			 7.533e-13	 5.447e+00	 4.459e-35	 3.225e+00			 4.269e-20	 5.976e+00	 7.063e-40	 3.561e+00
ENSG00000255468					 2.916e-12	-1.688e+00			 3.374e-14	-1.330e+00	 1.723e-36	-4.101e+00
ENSG00000139880					 2.135e-52	-1.584e+00					 1.601e-95	-2.021e+00
ENSG00000175643					 1.117e-06	-1.183e+00					 8.695e-10	-1.395e+00
ENSG00000128294					 1.342e-51	-1.049e+00						
ENSG00000165732									7.423e-264	 1.232e+00		
ENSG00000148120					 1.062e-64	-1.062e+00					 2.318e-88	-1.211e+00
ENSG00000139263											 2.718e-41	-1.040e+00
ENSG00000124212			4.567e-120	-1.654e+00	 0.000e+00	-3.012e+00	 3.390e-42	-1.319e+00	 0.000e+00	-2.961e+00	 0.000e+00	-3.063e+00
ENSG00000165996									 9.676e-26	 1.012e+00		
ENSG00000175183			 1.618e-70	-1.636e+00	4.316e-108	-2.390e+00			 1.667e-49	-1.219e+00	5.840e-149	-2.929e+00
ENSG00000108984					9.421e-131	 2.696e+00			 1.037e-21	-1.548e+00	 1.683e-72	 2.025e+00
ENSG00000154917					 9.416e-22	-1.485e+00					 2.848e-23	-1.477e+00
ENSG00000198189					 2.940e-82	-1.376e+00			4.341e-115	-1.122e+00	5.201e-102	-1.585e+00
ENSG00000149218			1.495e-226	-1.321e+00	1.312e-109	-1.419e+00					1.322e-231	-1.918e+00
ENSG00000111799					 2.912e-69	 1.091e+00					 9.450e-73	 1.225e+00
ENSG00000234745					 1.509e-62	 1.044e+00					1.040e-130	 1.494e+00
ENSG00000169756					6.107e-262	 1.700e+00					3.364e-263	 1.857e+00
ENSG00000163110									4.929e-158	 1.159e+00		
ENSG00000182752					2.721e-112	 1.676e+00			 6.601e-82	 1.225e+00	6.580e-201	 2.112e+00
ENSG00000180155					 2.752e-34	-1.084e+00						
ENSG00000136244	 3.478e-17	 1.410e+00	 8.744e-13	 1.800e+00	 7.732e-68	 1.706e+00	 3.071e-84	 2.757e+00	 0.000e+00	 4.165e+00	8.256e-203	 2.522e+00
ENSG00000257038											 3.359e-12	-2.198e+00
ENSG00000154920					 2.902e-07	-1.676e+00					 3.995e-07	-1.521e+00
ENSG00000100979					 5.826e-65	-1.119e+00			8.112e-177	-1.442e+00	 0.000e+00	-2.618e+00
ENSG00000183856					 1.255e-55	-3.182e+00			6.500e-106	 1.592e+00	 2.532e-46	-2.655e+00
ENSG00000164307											 8.426e-90	 1.051e+00
ENSG00000104549					7.637e-265	-1.682e+00					9.071e-196	-1.505e+00
ENSG00000160606					 4.117e-14	-1.158e+00					 5.422e-23	-1.492e+00
ENSG00000172667					1.058e-115	 1.142e+00					1.294e-142	 1.262e+00
ENSG00000162706			 2.061e-43	 1.135e+00								
ENSG00000185633			 2.078e-16	 1.075e+00	 7.617e-53	-1.653e+00			 1.246e-17	 1.300e+00		
ENSG00000231025											 1.149e-26	 1.232e+00
ENSG00000232774									 1.121e-13	 1.254e+00	 3.119e-33	 1.816e+00
ENSG00000247679											 5.850e-15	 1.245e+00
ENSG00000174353											 3.984e-21	-1.002e+00
ENSG00000186642	 1.451e-48	-1.809e+00					 3.562e-60	-1.862e+00				
ENSG00000135451					 3.218e-20	-2.351e+00					 3.492e-21	-2.276e+00
ENSG00000259605					 2.165e-30	-2.245e+00			 2.207e-19	-1.288e+00	 7.227e-50	-3.325e+00
ENSG00000280727											 6.387e-05	-2.195e+00
ENSG00000223478					 4.269e-05	-1.374e+00						
ENSG00000179542					 3.128e-48	-1.215e+00					 1.374e-51	-1.445e+00
ENSG00000173334					4.940e-265	 2.362e+00			 7.070e-30	 1.178e+00	8.077e-194	 2.124e+00
ENSG00000182179											6.304e-166	-1.768e+00
ENSG00000138660											 6.875e-78	 1.116e+00
ENSG00000140941					1.691e-213	 1.635e+00					 0.000e+00	 2.071e+00
ENSG00000145414					 7.952e-38	 1.036e+00					 6.124e-37	 1.014e+00
ENSG00000146067											 1.491e-73	-1.036e+00
ENSG00000198814			 6.765e-67	 1.272e+00	4.770e-107	 1.660e+00			 0.000e+00	 2.031e+00	 2.064e-84	 1.351e+00
ENSG00000179598					 1.748e-79	 2.143e+00					3.193e-102	 2.549e+00
ENSG00000170855					 1.433e-68	 1.206e+00					2.355e-113	 1.432e+00
ENSG00000180354			 7.009e-53	-1.011e+00					1.975e-142	-1.738e+00		
ENSG00000010704					 1.196e-99	-1.687e+00					1.250e-102	-1.800e+00
ENSG00000136040			8.141e-179	-1.996e+00	 4.149e-64	-1.203e+00			 2.895e-68	-1.016e+00	2.447e-108	-1.387e+00
ENSG00000171889			 1.722e-32	 1.565e+00	7.656e-239	 2.928e+00					1.379e-132	 2.273e+00
ENSG00000148908					 2.214e-76	-1.523e+00					 4.364e-73	-1.460e+00
ENSG00000184194											 4.022e-59	-1.228e+00
ENSG00000142627									2.600e-243	 1.401e+00	 4.375e-95	 1.273e+00
ENSG00000260274											 1.674e-06	-1.273e+00
ENSG00000277639					 1.201e-09	 1.491e+00					 3.477e-23	 2.102e+00
ENSG00000001617					 2.198e-16	-1.647e+00						
ENSG00000110169									 9.034e-08	-1.030e+00		
ENSG00000143845					 1.013e-19	-1.020e+00					 3.795e-21	-1.021e+00
ENSG00000154146					 2.459e-27	-2.507e+00					 9.611e-29	-2.560e+00
ENSG00000163975	 2.676e-92	-1.061e+00	 0.000e+00	-2.201e+00	 0.000e+00	-3.503e+00			 0.000e+00	-2.748e+00	6.281e-282	-3.355e+00
ENSG00000105519									 1.454e-77	-1.138e+00	 1.701e-50	-1.081e+00
ENSG00000140450					4.026e-188	 1.391e+00					 1.338e-66	 1.113e+00
ENSG00000112249											6.924e-118	 1.103e+00
ENSG00000143819					 4.970e-98	-1.668e+00					 2.173e-32	-1.045e+00
ENSG00000110921					2.265e-108	-1.634e+00					4.434e-100	-1.658e+00
ENSG00000152154	 8.281e-07	-1.650e+00										
ENSG00000117650					 4.428e-12	-1.913e+00			 1.463e-19	 1.048e+00	 1.294e-09	-1.970e+00
ENSG00000057019					1.360e-160	-1.319e+00						
ENSG00000130203			6.569e-140	-1.834e+00	5.082e-259	-2.814e+00			 0.000e+00	-2.735e+00	 0.000e+00	-4.314e+00
ENSG00000011347			 1.434e-80	 2.328e+00	 0.000e+00	 4.247e+00	 6.171e-29	-1.764e+00			1.971e-230	 3.269e+00
ENSG00000225131					 6.427e-05	 1.390e+00					 1.504e-06	 1.334e+00
ENSG00000250318							 5.401e-06	-1.083e+00				
ENSG00000130707					4.952e-238	-1.605e+00					4.168e-113	-1.318e+00
ENSG00000180914			 3.131e-20	-1.530e+00	5.470e-192	-3.858e+00					2.931e-191	-3.219e+00
ENSG00000249706					 1.060e-06	-1.515e+00					 3.832e-15	-3.054e+00
ENSG00000123933	 5.315e-78	-1.037e+00			1.665e-190	-1.882e+00			2.522e-157	-1.157e+00	3.908e-245	-2.132e+00
ENSG00000213613							 8.917e-05	-1.133e+00				
ENSG00000223865					 2.879e-49	-1.476e+00					 4.494e-43	-1.289e+00
ENSG00000183044					 8.033e-51	-1.293e+00					4.993e-113	-2.063e+00
ENSG00000082482			 4.555e-76	-1.672e+00	 1.301e-30	-2.225e+00			2.980e-135	-2.074e+00	 1.848e-77	-2.917e+00
ENSG00000173805			 2.365e-35	-2.885e+00	 3.134e-99	-3.060e+00			 9.646e-54	-2.728e+00	7.188e-154	-4.233e+00
ENSG00000170909			 1.106e-53	 2.543e+00	3.795e-196	 2.798e+00			6.151e-119	 2.807e+00	 0.000e+00	 3.466e+00
ENSG00000136114					 8.624e-39	 1.737e+00					 5.367e-68	 2.217e+00
ENSG00000100744											 2.107e-66	 1.129e+00
ENSG00000243989											 2.578e-14	-1.191e+00
ENSG00000162572	 4.539e-12	-1.002e+00										
ENSG00000074527					5.654e-153	 1.924e+00					9.166e-206	 2.324e+00
ENSG00000196517	 1.987e-76	 1.743e+00	 0.000e+00	 3.455e+00					 0.000e+00	 3.645e+00		
ENSG00000171914											 2.599e-53	 1.016e+00
ENSG00000155097											8.766e-117	 1.107e+00
ENSG00000100554											1.917e-108	 1.061e+00
ENSG00000137801					7.773e-156	-2.588e+00	 0.000e+00	 1.726e+00	2.641e-195	 1.456e+00	9.345e-139	-2.231e+00
ENSG00000162618					1.252e-184	 1.802e+00					 0.000e+00	 2.678e+00
ENSG00000169213									2.041e-113	 1.743e+00		
ENSG00000175352					 7.425e-54	 1.424e+00					 2.686e-41	 1.194e+00
ENSG00000124749	 9.576e-07	-1.406e+00			1.408e-123	 1.498e+00						
ENSG00000171408			5.227e-132	-1.220e+00	2.731e-141	-1.614e+00					6.942e-165	-1.797e+00
ENSG00000197561	 8.390e-06	-1.696e+00			 2.477e-17	-1.637e+00			 4.344e-58	-2.409e+00	 5.368e-40	-2.905e+00
ENSG00000138061	 8.090e-98	-1.617e+00			 5.601e-30	 1.024e+00						
ENSG00000169359					2.357e-130	 1.080e+00					1.051e-161	 1.320e+00
ENSG00000187193			 1.181e-87	 1.157e+00								
ENSG00000049130									1.617e-309	-1.516e+00		
ENSG00000099194					1.120e-160	-1.931e+00					 1.038e-54	-1.276e+00
ENSG00000231259					 5.170e-17	 1.041e+00					 5.987e-18	 1.103e+00
ENSG00000146072	 1.444e-99	-1.909e+00	2.762e-171	-1.196e+00	2.006e-228	-2.229e+00	 3.384e-76	-1.662e+00	 0.000e+00	-2.252e+00	 0.000e+00	-3.297e+00
ENSG00000165124	4.974e-105	-1.118e+00	 4.606e-88	-1.203e+00	 5.066e-60	-1.258e+00						
ENSG00000182326											8.846e-175	-1.682e+00
ENSG00000175087					 5.138e-27	 1.038e+00						
ENSG00000198795					 4.623e-39	 1.174e+00						
ENSG00000261295											 2.527e-43	-1.203e+00
ENSG00000140577											1.486e-110	-1.134e+00
ENSG00000157613											2.595e-139	-1.204e+00
ENSG00000204257					 1.189e-17	-1.350e+00					 7.207e-10	-1.220e+00
ENSG00000238058					 4.513e-06	-1.185e+00					 2.728e-05	-1.000e+00
ENSG00000065491											 5.742e-70	 1.128e+00
ENSG00000257108	 3.059e-08	-1.104e+00					 4.235e-10	-1.330e+00	 1.568e-46	-1.638e+00	 3.803e-22	-1.685e+00
ENSG00000148288					 3.160e-58	-1.956e+00					 6.984e-84	-2.400e+00
ENSG00000125538	 3.712e-56	-1.094e+00	1.436e-102	-1.370e+00	 5.984e-93	-1.941e+00						
ENSG00000165983			 1.883e-39	 1.192e+00					1.813e-146	 1.402e+00		
ENSG00000139496											4.796e-114	 1.198e+00
ENSG00000123485					 2.031e-37	-3.283e+00			 1.544e-31	 1.092e+00	 1.445e-31	-2.543e+00
ENSG00000250657							 4.659e-16	-1.080e+00	 2.170e-05	-1.036e+00		
ENSG00000215790											 1.061e-27	-1.215e+00
ENSG00000085999					 8.237e-20	-3.156e+00					 3.502e-30	-4.763e+00
ENSG00000155893											 1.745e-27	-1.210e+00
ENSG00000131018					1.427e-147	 1.231e+00					 3.403e-93	 1.087e+00
ENSG00000102359									4.232e-200	 1.197e+00		
